Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv1420	uvrC	Probable excinuclease ABC (subunit C-nuclease) UvrC	xu_emb_3_vs_xu_emb_0	-1.39	0	3	0
Rv1421	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-2.97	0.08433	1	4
Rv1422	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	1.47	0.3968	1	4
Rv1423	whiA	Probable transcriptional regulatory protein WhiA	xu_emb_3_vs_xu_emb_0	-0.2	1	1	1
Rv1424c	-	Possible membrane protein	xu_emb_3_vs_xu_emb_0	-0.06	1	1	3
Rv1425	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	xu_emb_3_vs_xu_emb_0	-0.17	1	1	3
Rv1426c	lipO	Probable esterase LipO	xu_emb_3_vs_xu_emb_0	-0.29	1	1	1
Rv1427c	fadD12	Possible long-chain-fatty-acid--CoA ligase FadD12 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	xu_emb_3_vs_xu_emb_0	-0.13	1	1	1
Rv1428c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.07	1	1	3
Rv1429	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.13	1	1	3
Rv1430	PE16	PE family protein PE16	xu_emb_3_vs_xu_emb_0	0.12	1	1	2
Rv1431	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.23	1	1	3
Rv1432	-	Probable dehydrogenase	xu_emb_3_vs_xu_emb_0	0.26	1	1	2
Rv1433	-	Possible conserved exported protein	xu_emb_3_vs_xu_emb_0	0.79	1	1	3
Rv1434	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	1.49	1	1	4
Rv1435c	-	Probable conserved proline, glycine, valine-rich secreted protein	xu_emb_3_vs_xu_emb_0	0.42	1	1	4
Rv1436	gap	Probable glyceraldehyde 3-phosphate dehydrogenase Gap (GAPDH)	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1437	pgk	Probable phosphoglycerate kinase Pgk	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1438	tpi	Probable triosephosphate isomerase Tpi (TIM)	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1439c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.05	1	1	4
Rv1440	secG	Probable protein-export membrane protein (translocase subunit) SecG	xu_emb_3_vs_xu_emb_0	0.52	1	1	0
Rv1441c	PE_PGRS26	PE-PGRS family protein PE_PGRS26	xu_emb_3_vs_xu_emb_0	-0.76	1	1	2
Rv1442	bisC	Probable biotin sulfoxide reductase BisC (BDS reductase) (BSO reductase)	xu_emb_3_vs_xu_emb_0	-0.07	1	1	0
Rv1443c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0	1	1	4
Rv1444c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.22	1	1	3
Rv1445c	devB	Probable 6-phosphogluconolactonase DevB (6PGL)	xu_emb_3_vs_xu_emb_0	0.13	1	1	0
Rv1446c	opcA	Putative OXPP cycle protein OpcA	xu_emb_3_vs_xu_emb_0	-0.93	1	1	0
Rv1447c	zwf2	Probable glucose-6-phosphate 1-dehydrogenase Zwf2 (G6PD)	xu_emb_3_vs_xu_emb_0	-0.56	1	1	0
Rv1448c	tal	Probable transaldolase Tal	xu_emb_3_vs_xu_emb_0	-0.49	1	1	0
Rv1449c	tkt	Transketolase Tkt (TK)	xu_emb_3_vs_xu_emb_0	-0.09	1	1	0
Rv1450c	PE_PGRS27	PE-PGRS family protein PE_PGRS27	xu_emb_3_vs_xu_emb_0	-0.06	1	1	2
Rv1451	ctaB	Probable cytochrome C oxidase assembly factor CtaB	xu_emb_3_vs_xu_emb_0	1.08	1	1	0
Rv1452c	PE_PGRS28	PE-PGRS family protein PE_PGRS28	xu_emb_3_vs_xu_emb_0	0.17	1	1	2
Rv1453	-	Possible transcriptional activator protein	xu_emb_3_vs_xu_emb_0	-0.31	1	1	2
Rv1454c	qor	Probable quinone reductase Qor (NADPH:quinone reductase) (zeta-crystallin homolog protein)	xu_emb_3_vs_xu_emb_0	0.1	1	1	1
Rv1455	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.4	1	1	4
Rv1456c	-	Probable unidentified antibiotic-transport integral membrane ABC transporter	xu_emb_3_vs_xu_emb_0	0.06	1	1	1
Rv1457c	-	Probable unidentified antibiotic-transport integral membrane ABC transporter	xu_emb_3_vs_xu_emb_0	2.64	1	1	1
Rv1458c	-	Probable unidentified antibiotic-transport ATP-binding protein ABC transporter	xu_emb_3_vs_xu_emb_0	2.81	0	3	1
Rv1459c	-	Possible conserved integral membrane protein	xu_emb_3_vs_xu_emb_0	-0.63	1	1	4
Rv1460	-	Probable transcriptional regulatory protein	xu_emb_3_vs_xu_emb_0	-0.35	1	1	1
Rv1461	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.26	1	1	3
Rv1462	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0	1	1	3
Rv1463	-	Probable conserved ATP-binding protein ABC transporter	xu_emb_3_vs_xu_emb_0	0	1	1	1
Rv1464	csd	Probable cysteine desulfurase Csd	xu_emb_3_vs_xu_emb_0	-0.09	1	1	0
Rv1465	-	Possible nitrogen fixation related protein	xu_emb_3_vs_xu_emb_0	-0.09	1	1	3
Rv1466	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	2.66	1	1	4
Rv1467c	fadE15	Probable acyl-CoA dehydrogenase FadE15	xu_emb_3_vs_xu_emb_0	-0.09	1	1	1
Rv1468c	PE_PGRS29	PE-PGRS family protein PE_PGRS29	xu_emb_3_vs_xu_emb_0	0.11	1	1	2
Rv1469	ctpD	Probable cation transporter P-type ATPase D CtpD	xu_emb_3_vs_xu_emb_0	-0.18	1	1	0
Rv1470	trxA	Probable thioredoxin TrxA	xu_emb_3_vs_xu_emb_0	-0.28	1	1	0
Rv1471	trxB1	Probable thioredoxin TrxB1	xu_emb_3_vs_xu_emb_0	-0.19	1	1	0
Rv1472	echA12	Possible enoyl-CoA hydratase EchA12 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	xu_emb_3_vs_xu_emb_0	0.47	1	1	0
Rv1473	-	Probable macrolide-transport ATP-binding protein ABC transporter	xu_emb_3_vs_xu_emb_0	0.18	1	1	2
Rv1473A	-	Possible transcriptional regulatory protein	xu_emb_3_vs_xu_emb_0	-0.43	1	1	2
Rv1474c	-	Probable transcriptional regulatory protein	xu_emb_3_vs_xu_emb_0	0.99	1	1	1
Rv1475c	acn	Probable iron-regulated aconitate hydratase Acn (citrate hydro-lyase) (aconitase)	xu_emb_3_vs_xu_emb_0	-0.09	1	1	0
Rv1476	-	Possible membrane protein	xu_emb_3_vs_xu_emb_0	0	1	1	4
Rv1477	ripA	Peptidoglycan hydrolase	xu_emb_3_vs_xu_emb_0	-2.16	0.37113	1	1
Rv1478	-	Possible invasion protein	xu_emb_3_vs_xu_emb_0	-0.57	1	1	2
Rv1479	moxR1	Probable transcriptional regulatory protein MoxR1	xu_emb_3_vs_xu_emb_0	0	1	1	1
Rv1480	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.73	1	1	4
Rv1481	-	Probable membrane protein	xu_emb_3_vs_xu_emb_0	0	1	1	3
Rv1482c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.35	1	1	4
Rv1483	fabG1	3-oxoacyl-[acyl-carrier protein] reductase FabG1 (3-ketoacyl-acyl carrier protein reductase) (mycolic acid biosynthesis a protein)	xu_emb_3_vs_xu_emb_0	0	1	1	1
Rv1484	inhA	NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase)	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1485	hemZ	Ferrochelatase HemZ (protoheme ferro-lyase) (heme synthetase)	xu_emb_3_vs_xu_emb_0	-0.11	1	1	0
Rv1486c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.9	1	1	4
Rv1487	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.41	1	1	3
Rv1488	-	Possible exported conserved protein	xu_emb_3_vs_xu_emb_0	0.11	1	1	3
Rv1489	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.1	1	1	3
Rv1489A	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0	1	1	2
Rv1490	-	Probable membrane protein	xu_emb_3_vs_xu_emb_0	-0.18	1	1	3
Rv1491c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.65	0.94599	1	3
Rv1492	mutA	Probable methylmalonyl-CoA mutase small subunit MutA (MCM)	xu_emb_3_vs_xu_emb_0	-0.02	1	1	0
Rv1493	mutB	Probable methylmalonyl-CoA mutase large subunit MutB (MCM)	xu_emb_3_vs_xu_emb_0	-0.32	1	1	0
Rv1494	mazE4	Possible antitoxin MazE4	xu_emb_3_vs_xu_emb_0	0.23	1	1	3
Rv1495	mazF4	Possible toxin MazF4	xu_emb_3_vs_xu_emb_0	-0.96	1	1	1
Rv1496	-	Possible transport system kinase	xu_emb_3_vs_xu_emb_0	0.2	1	1	2
Rv1497	lipL	Probable esterase LipL	xu_emb_3_vs_xu_emb_0	-0.3	1	1	1
Rv1498A	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.11	1	1	3
Rv1498c	-	Probable methyltransferase	xu_emb_3_vs_xu_emb_0	0	1	1	2
Rv1499	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	0.1	1	1	4
Rv1500	-	Probable glycosyltransferase	xu_emb_3_vs_xu_emb_0	-0.23	1	1	2
Rv1501	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.71	1	1	3
Rv1502	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.28	1	1	3
Rv1505c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.12	1	1	4
Rv1506c	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.38	1	1	4
Rv1507A	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.2	1	1	3
Rv1507c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.05	1	1	4
Rv1508A	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.55	1	1	2
Rv1508c	-	Probable membrane protein	xu_emb_3_vs_xu_emb_0	0.2	1	1	3
Rv1509	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	0.24	1	1	4
Rv1510	-	Conserved probable membrane protein	xu_emb_3_vs_xu_emb_0	-0.3	1	1	3
Rv1511	gmdA	GDP-D-mannose dehydratase GmdA (GDP-mannose 4,6 dehydratase) (GMD)	xu_emb_3_vs_xu_emb_0	0	1	1	1
Rv1512	epiA	Probable nucleotide-sugar epimerase EpiA	xu_emb_3_vs_xu_emb_0	-4.25	0.00505	3	1
Rv1513	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.29	1	1	4
Rv1514c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.19	1	1	2
Rv1515c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.66	1	1	4
Rv1516c	-	Probable sugar transferase	xu_emb_3_vs_xu_emb_0	0.03	1	1	2
Rv1517	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.19	1	1	4
Rv1518	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.3	1	1	2
Rv1519	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	1.2	1	1	4
Rv1520	-	Probable sugar transferase	xu_emb_3_vs_xu_emb_0	-0.13	1	1	2
Rv1521	fadD25	Probable fatty-acid-AMP ligase FadD25 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	xu_emb_3_vs_xu_emb_0	0.12	1	1	1
Rv1522c	mmpL12	Probable conserved transmembrane transport protein MmpL12	xu_emb_3_vs_xu_emb_0	-0.05	1	1	2
Rv1523	-	Probable methyltransferase	xu_emb_3_vs_xu_emb_0	-0.25	1	1	2
Rv1524	-	Probable glycosyltransferase	xu_emb_3_vs_xu_emb_0	-0.2	1	1	2
Rv1525	wbbL2	Possible rhamnosyl transferase WbbL2	xu_emb_3_vs_xu_emb_0	0.24	1	1	1
Rv1526c	-	Probable glycosyltransferase	xu_emb_3_vs_xu_emb_0	-0.23	1	1	2
Rv1527c	pks5	Probable polyketide synthase Pks5	xu_emb_3_vs_xu_emb_0	-0.05	1	1	0
Rv1528c	papA4	Probable conserved polyketide synthase associated protein PapA4	xu_emb_3_vs_xu_emb_0	0.15	1	1	2
Rv1529	fadD24	Probable fatty-acid-AMP ligase FadD24 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	xu_emb_3_vs_xu_emb_0	-0.03	1	1	1
Rv1530	adh	Probable alcohol dehydrogenase Adh	xu_emb_3_vs_xu_emb_0	-0.01	1	1	1
Rv1531	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.48	1	1	4
Rv1532c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.4	1	1	3
Rv1533	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.11	1	1	3
Rv1534	-	Probable transcriptional regulator	xu_emb_3_vs_xu_emb_0	0.58	1	1	1
Rv1535	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.39	1	1	4
Rv1536	ileS	Isoleucyl-tRNA synthetase IleS	xu_emb_3_vs_xu_emb_0	-0.49	1	1	0
Rv1537	dinX	Probable DNA polymerase IV DinX (pol IV 1) (DNA nucleotidyltransferase (DNA-directed))	xu_emb_3_vs_xu_emb_0	-0.56	1	1	0
Rv1538c	ansA	Probable L-aparaginase AnsA	xu_emb_3_vs_xu_emb_0	0.55	1	1	0
Rv1539	lspA	Probable lipoprotein signal peptidase LspA	xu_emb_3_vs_xu_emb_0	2.57	1	1	0
Rv1540	-	Conserved hypothetical protein member of yabO/yceC/yfiI family	xu_emb_3_vs_xu_emb_0	5.68	0	3	3
Rv1541c	lprI	Possible lipoprotein LprI	xu_emb_3_vs_xu_emb_0	-0.41	1	1	2
Rv1542c	glbN	Hemoglobin GlbN	xu_emb_3_vs_xu_emb_0	-0.3	1	1	1
Rv1543	-	Possible fatty acyl-CoA reductase	xu_emb_3_vs_xu_emb_0	0.89	1	1	2
Rv1544	-	Possible ketoacyl reductase	xu_emb_3_vs_xu_emb_0	0.73	1	1	3
Rv1545	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	0.04	1	1	4
Rv1546	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.42	1	1	4
Rv1547	dnaE1	Probable DNA polymerase III (alpha chain) DnaE1 (DNA nucleotidyltransferase)	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1548c	PPE21	PPE family protein PPE21	xu_emb_3_vs_xu_emb_0	-0.12	1	1	2
Rv1549	fadD11.1	Possible fatty-acid-CoA ligase FadD11.1 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	xu_emb_3_vs_xu_emb_0	0.35	1	1	1
Rv1550	fadD11	Probable fatty-acid-CoA ligase FadD11 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	xu_emb_3_vs_xu_emb_0	0.26	1	1	1
Rv1551	plsB1	Possible acyltransferase PlsB1	xu_emb_3_vs_xu_emb_0	-0.24	1	1	0
Rv1552	frdA	Probable fumarate reductase [flavoprotein subunit] FrdA (fumarate dehydrogenase) (fumaric hydrogenase)	xu_emb_3_vs_xu_emb_0	0.01	1	1	0
Rv1553	frdB	Probable fumarate reductase [iron-sulfur subunit] FrdB (fumarate dehydrogenase) (fumaric hydrogenase)	xu_emb_3_vs_xu_emb_0	0.36	1	1	0
Rv1554	frdC	Probable fumarate reductase [membrane anchor subunit] FrdC (fumarate dehydrogenase) (fumaric hydrogenase)	xu_emb_3_vs_xu_emb_0	0.26	1	1	0
Rv1555	frdD	Probable fumarate reductase [membrane anchor subunit] FrdD (fumarate dehydrogenase) (fumaric hydrogenase)	xu_emb_3_vs_xu_emb_0	-0.98	1	1	1
Rv1556	-	Possible regulatory protein	xu_emb_3_vs_xu_emb_0	0.2	1	1	1
Rv1557	mmpL6	Probable conserved transmembrane transport protein MmpL6	xu_emb_3_vs_xu_emb_0	-0.66	1	1	2
Rv1558	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.35	1	1	4
Rv1559	ilvA	Probable threonine dehydratase IlvA	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1560	vapB11	Possible antitoxin VapB11	xu_emb_3_vs_xu_emb_0	0.24	1	1	2
Rv1561	vapC11	Possible toxin VapC11	xu_emb_3_vs_xu_emb_0	-0.06	1	1	3
Rv1562c	treZ	Maltooligosyltrehalose trehalohydrolase TreZ	xu_emb_3_vs_xu_emb_0	-0.29	1	1	0
Rv1563c	treY	Maltooligosyltrehalose synthase TreY	xu_emb_3_vs_xu_emb_0	-0.18	1	1	0
Rv1564c	treX	Probable maltooligosyltrehalose synthase TreX	xu_emb_3_vs_xu_emb_0	0.09	1	1	0
Rv1565c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-1.92	0.00505	3	2
Rv1566c	-	Possible Inv protein	xu_emb_3_vs_xu_emb_0	-1.94	0	3	2
Rv1567c	-	Probable hypothetical membrane protein	xu_emb_3_vs_xu_emb_0	-0.77	1	1	4
Rv1568	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase BioA	xu_emb_3_vs_xu_emb_0	-0.22	1	1	0
Rv1569	bioF1	Probable 8-amino-7-oxononanoate synthase BioF1 (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl CoA ligase)	xu_emb_3_vs_xu_emb_0	-1.06	1	1	0
Rv1570	bioD	Dethiobiotin synthetase BioD	xu_emb_3_vs_xu_emb_0	0.58	1	1	0
Rv1571	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.18	1	1	4
Rv1572c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.26	1	1	4
Rv1573	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0	1	1	3
Rv1574	-	Probable PhiRv1 phage related protein	xu_emb_3_vs_xu_emb_0	-0.34	1	1	3
Rv1576c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0	1	1	3
Rv1577c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	-0.13	1	1	3
Rv1578c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	-1.46	1	1	2
Rv1579c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0.64	1	1	3
Rv1580c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	-0.19	1	1	3
Rv1581c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0.02	1	1	3
Rv1582c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0.04	1	1	3
Rv1583c	-	Probable PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	0.12	1	1	3
Rv1584c	-	Possible PhiRv1 phage protein	xu_emb_3_vs_xu_emb_0	-0.06	1	1	3
Rv1585c	-	Possible phage PhiRv1 protein	xu_emb_3_vs_xu_emb_0	-0.03	1	1	3
Rv1586c	-	Probable PhiRv1 integrase	xu_emb_3_vs_xu_emb_0	-0.24	1	1	1
Rv1587c	-	Partial REP13E12 repeat protein	xu_emb_3_vs_xu_emb_0	-0.99	1	1	3
Rv1588c	-	Partial REP13E12 repeat protein	xu_emb_3_vs_xu_emb_0	0.1	1	1	3
Rv1589	bioB	Probable biotin synthetase BioB	xu_emb_3_vs_xu_emb_0	-0.44	1	1	0
Rv1590	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.16	1	1	4
Rv1591	-	Probable transmembrane protein	xu_emb_3_vs_xu_emb_0	-0.05	1	1	4
Rv1592c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.23	1	1	4
Rv1593c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.73	1	1	3
Rv1594	nadA	Probable quinolinate synthetase NadA	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1595	nadB	Probable L-aspartate oxidase NadB	xu_emb_3_vs_xu_emb_0	0.3	1	1	0
Rv1596	nadC	Probable nicotinate-nucleotide pyrophosphatase NadC	xu_emb_3_vs_xu_emb_0	-0.25	1	1	0
Rv1597	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.33	1	1	4
Rv1598c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.27	1	1	4
Rv1599	hisD	Probable histidinol dehydrogenase HisD (HDH)	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1600	hisC1	Probable histidinol-phosphate aminotransferase HisC1	xu_emb_3_vs_xu_emb_0	0.46	1	1	0
Rv1601	hisB	Probable imidazole glycerol-phosphate dehydratase HisB	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1602	hisH	Probable amidotransferase HisH	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1603	hisA	Probable phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase HisA	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1604	impA	Probable inositol-monophosphatase ImpA (imp)	xu_emb_3_vs_xu_emb_0	-0.18	1	1	0
Rv1605	hisF	Probable cyclase HisF	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1606	hisI	Probable phosphoribosyl-AMP 1,6 cyclohydrolase HisI	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1607	chaA	Probable ionic transporter integral membrane protein ChaA	xu_emb_3_vs_xu_emb_0	-0.71	1	1	0
Rv1608c	bcpB	Probable peroxidoxin BcpB	xu_emb_3_vs_xu_emb_0	-0.71	1	1	0
Rv1609	trpE	Anthranilate synthase component I TrpE (glutamine amidotransferase)	xu_emb_3_vs_xu_emb_0	0.08	1	1	0
Rv1610	-	Possible conserved membrane protein	xu_emb_3_vs_xu_emb_0	-0.36	1	1	3
Rv1611	trpC	Probable indole-3-glycerol phosphate synthase TrpC	xu_emb_3_vs_xu_emb_0	-0.12	1	1	0
Rv1612	trpB	Tryptophan synthase, beta subunit TrpB	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1613	trpA	Probable tryptophan synthase, alpha subunit TrpA	xu_emb_3_vs_xu_emb_0	-0.07	1	1	0
Rv1614	lgt	Possible prolipoprotein diacylglyceryl transferases Lgt	xu_emb_3_vs_xu_emb_0	-0.58	1	1	0
Rv1615	-	Probable membrane protein	xu_emb_3_vs_xu_emb_0	0.77	1	1	4
Rv1616	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	1.81	0.2573	1	4
Rv1617	pykA	Probable pyruvate kinase PykA	xu_emb_3_vs_xu_emb_0	0.14	1	1	0
Rv1618	tesB1	Probable acyl-CoA thioesterase II TesB1	xu_emb_3_vs_xu_emb_0	-0.24	1	1	0
Rv1619	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	0.02	1	1	4
Rv1620c	cydC	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydC	xu_emb_3_vs_xu_emb_0	0.03	1	1	0
Rv1621c	cydD	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydD	xu_emb_3_vs_xu_emb_0	-0.81	1	1	0
Rv1622c	cydB	Probable integral membrane cytochrome D ubiquinol oxidase (subunit II) CydB (cytochrome BD-I oxidase subunit II)	xu_emb_3_vs_xu_emb_0	-0.13	1	1	0
Rv1623c	cydA	Probable integral membrane cytochrome D ubiquinol oxidase (subunit I) CydA (cytochrome BD-I oxidase subunit I)	xu_emb_3_vs_xu_emb_0	-0.4	1	1	0
Rv1624c	-	Probable conserved membrane protein	xu_emb_3_vs_xu_emb_0	0.13	1	1	3
Rv1625c	cya	Membrane-anchored adenylyl cyclase Cya (ATP pyrophosphate-lyase) (adenylate cyclase)	xu_emb_3_vs_xu_emb_0	0.18	1	1	0
Rv1626	-	Probable two-component system transcriptional regulator	xu_emb_3_vs_xu_emb_0	0.37	1	1	1
Rv1627c	-	Probable nonspecific lipid-transfer protein	xu_emb_3_vs_xu_emb_0	0.04	1	1	1
Rv1628c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.79	1	1	4
Rv1629	polA	Probable DNA polymerase I PolA	xu_emb_3_vs_xu_emb_0	1.35	1	1	0
Rv1630	rpsA	30S ribosomal protein S1 RpsA	xu_emb_3_vs_xu_emb_0	-0.19	1	1	0
Rv1631	coaE	Probable dephospho-CoA kinase CoaE (dephosphocoenzyme a kinase)	xu_emb_3_vs_xu_emb_0	0.83	1	1	1
Rv1632c	-	Hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.22	1	1	4
Rv1633	uvrB	Probable excinuclease ABC (subunit B-helicase) UvrB	xu_emb_3_vs_xu_emb_0	0.08	1	1	0
Rv1634	-	Possible drug efflux membrane protein	xu_emb_3_vs_xu_emb_0	0.41	1	1	2
Rv1635c	-	Probable mannosyltransferase Probable conserved transmembrane protein	xu_emb_3_vs_xu_emb_0	-1.41	0.01331	2	2
Rv1636	TB15.3	Iron-regulated universal stress protein family protein TB15.3	xu_emb_3_vs_xu_emb_0	-0.17	1	1	2
Rv1637c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.11	1	1	4
Rv1638	uvrA	Probable excinuclease ABC (subunit A-DNA-binding ATPase) UvrA	xu_emb_3_vs_xu_emb_0	0.1	1	1	0
Rv1638A	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-2.83	1	1	2
Rv1639c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.26	1	1	4
Rv1640c	lysX	Lysyl-tRNA synthetase 2 LysX	xu_emb_3_vs_xu_emb_0	-2.91	0	3	0
Rv1641	infC	Probable initiation factor if-3 InfC	xu_emb_3_vs_xu_emb_0	0.27	1	1	0
Rv1642	rpmI	50S ribosomal protein L35 RpmI	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1643	rplT	50S ribosomal protein L20 RplT	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1644	tsnR	Possible 23S rRNA methyltransferase TsnR	xu_emb_3_vs_xu_emb_0	0.46	1	1	0
Rv1645c	-	hypothetical protein	xu_emb_3_vs_xu_emb_0	-0.08	1	1	4
Rv1646	PE17	PE family protein PE17	xu_emb_3_vs_xu_emb_0	-0.59	1	1	2
Rv1647	-	Adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase)	xu_emb_3_vs_xu_emb_0	-0.41	1	1	2
Rv1648	-	Probable transmembrane protein	xu_emb_3_vs_xu_emb_0	0.55	1	1	3
Rv1649	pheS	Probable phenylalanyl-tRNA synthetase, alpha chain PheS	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1650	pheT	Probable phenylalanyl-tRNA synthetase, beta chain PheT	xu_emb_3_vs_xu_emb_0	-0.04	1	1	0
Rv1651c	PE_PGRS30	PE-PGRS family protein PE_PGRS30	xu_emb_3_vs_xu_emb_0	-0.12	1	1	2
Rv1652	argC	Probable N-acetyl-gamma-glutamyl-phoshate reductase ArgC	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1653	argJ	Probable glutamate N-acetyltransferase ArgJ	xu_emb_3_vs_xu_emb_0	0.92	1	1	0
Rv1654	argB	Probable acetylglutamate kinase ArgB	xu_emb_3_vs_xu_emb_0	0	1	1	0
Rv1655	argD	Probable acetylornithine aminotransferase ArgD	xu_emb_3_vs_xu_emb_0	-0.13	1	1	0
Rv1656	argF	Probable ornithine carbamoyltransferase, anabolic ArgF	xu_emb_3_vs_xu_emb_0	0	1	1	0
